id,i1,f1,s1,s2,b1,t1,d1,dec1,nul1
264,40904,256.08,val-264,unique-00000264,true,2020-01-01T00:04:24.000264Z,2020-09-21,2.64,264
265,476665,257.05,val-265,unique-00000265,false,2020-01-01T00:04:25.000265Z,2020-09-22,2.65,265
266,912426,258.02,val-266,unique-00000266,false,2020-01-01T00:04:26.000266Z,2020-09-23,2.66,
267,348187,258.99,val-267,unique-00000267,true,2020-01-01T00:04:27.000267Z,2020-09-24,2.67,267
268,783948,259.96,val-268,unique-00000268,false,2020-01-01T00:04:28.000268Z,2020-09-25,2.68,268
269,219709,260.93,val-269,unique-00000269,false,2020-01-01T00:04:29.000269Z,2020-09-26,2.69,269
270,655470,261.9,val-270,unique-00000270,true,2020-01-01T00:04:30.000270Z,2020-09-27,2.7,270
271,91231,262.87,val-271,unique-00000271,false,2020-01-01T00:04:31.000271Z,2020-09-28,2.71,271
272,526992,263.84,val-272,unique-00000272,false,2020-01-01T00:04:32.000272Z,2020-09-29,2.72,272
273,962753,264.81,val-273,unique-00000273,true,2020-01-01T00:04:33.000273Z,2020-09-30,2.73,
274,398514,265.78,val-274,unique-00000274,false,2020-01-01T00:04:34.000274Z,2020-10-01,2.74,274
275,834275,266.75,val-275,unique-00000275,false,2020-01-01T00:04:35.000275Z,2020-10-02,2.75,275
276,270036,267.72,val-276,unique-00000276,true,2020-01-01T00:04:36.000276Z,2020-10-03,2.76,276
277,705797,268.69,val-277,unique-00000277,false,2020-01-01T00:04:37.000277Z,2020-10-04,2.77,277
278,141558,269.66,val-278,unique-00000278,false,2020-01-01T00:04:38.000278Z,2020-10-05,2.78,278
279,577319,270.63,val-279,unique-00000279,true,2020-01-01T00:04:39.000279Z,2020-10-06,2.79,279
280,13080,271.6,val-280,unique-00000280,false,2020-01-01T00:04:40.000280Z,2020-10-07,2.8,
281,448841,272.57,val-281,unique-00000281,false,2020-01-01T00:04:41.000281Z,2020-10-08,2.81,281
282,884602,273.54,val-282,unique-00000282,true,2020-01-01T00:04:42.000282Z,2020-10-09,2.82,282
283,320363,274.51,val-283,unique-00000283,false,2020-01-01T00:04:43.000283Z,2020-10-10,2.83,283
284,756124,275.48,val-284,unique-00000284,false,2020-01-01T00:04:44.000284Z,2020-10-11,2.84,284
285,191885,276.45,val-285,unique-00000285,true,2020-01-01T00:04:45.000285Z,2020-10-12,2.85,285
286,627646,277.42,val-286,unique-00000286,false,2020-01-01T00:04:46.000286Z,2020-10-13,2.86,286
287,63407,278.39,val-287,unique-00000287,false,2020-01-01T00:04:47.000287Z,2020-10-14,2.87,
288,499168,279.36,val-288,unique-00000288,true,2020-01-01T00:04:48.000288Z,2020-10-15,2.88,288
289,934929,280.33,val-289,unique-00000289,false,2020-01-01T00:04:49.000289Z,2020-10-16,2.89,289
290,370690,281.3,val-290,unique-00000290,false,2020-01-01T00:04:50.000290Z,2020-10-17,2.9,290
291,806451,282.27,val-291,unique-00000291,true,2020-01-01T00:04:51.000291Z,2020-10-18,2.91,291
292,242212,283.24,val-292,unique-00000292,false,2020-01-01T00:04:52.000292Z,2020-10-19,2.92,292
293,677973,284.21,val-293,unique-00000293,false,2020-01-01T00:04:53.000293Z,2020-10-20,2.93,293
294,113734,285.18,val-294,unique-00000294,true,2020-01-01T00:04:54.000294Z,2020-10-21,2.94,
295,549495,286.15,val-295,unique-00000295,false,2020-01-01T00:04:55.000295Z,2020-10-22,2.95,295
296,985256,287.12,val-296,unique-00000296,false,2020-01-01T00:04:56.000296Z,2020-10-23,2.96,296
297,421017,288.09,val-297,unique-00000297,true,2020-01-01T00:04:57.000297Z,2020-10-24,2.97,297
298,856778,289.06,val-298,unique-00000298,false,2020-01-01T00:04:58.000298Z,2020-10-25,2.98,298
299,292539,290.03,val-299,unique-00000299,false,2020-01-01T00:04:59.000299Z,2020-10-26,2.99,299
300,728300,291.0,val-300,unique-00000300,true,2020-01-01T00:05:00.000300Z,2020-10-27,3,300
301,164061,291.97,val-301,unique-00000301,false,2020-01-01T00:05:01.000301Z,2020-10-28,3.01,
302,599822,292.94,val-302,unique-00000302,false,2020-01-01T00:05:02.000302Z,2020-10-29,3.02,302
303,35583,293.91,val-303,unique-00000303,true,2020-01-01T00:05:03.000303Z,2020-10-30,3.03,303
304,471344,294.88,val-304,unique-00000304,false,2020-01-01T00:05:04.000304Z,2020-10-31,3.04,304
305,907105,295.85,val-305,unique-00000305,false,2020-01-01T00:05:05.000305Z,2020-11-01,3.05,305
306,342866,296.82,val-306,unique-00000306,true,2020-01-01T00:05:06.000306Z,2020-11-02,3.06,306
307,778627,297.79,val-307,unique-00000307,false,2020-01-01T00:05:07.000307Z,2020-11-03,3.07,307
308,214388,298.76,val-308,unique-00000308,false,2020-01-01T00:05:08.000308Z,2020-11-04,3.08,
309,650149,299.73,val-309,unique-00000309,true,2020-01-01T00:05:09.000309Z,2020-11-05,3.09,309
310,85910,300.7,val-310,unique-00000310,false,2020-01-01T00:05:10.000310Z,2020-11-06,3.1,310
311,521671,301.67,val-311,unique-00000311,false,2020-01-01T00:05:11.000311Z,2020-11-07,3.11,311
312,957432,302.64,val-312,unique-00000312,true,2020-01-01T00:05:12.000312Z,2020-11-08,3.12,312
313,393193,303.61,val-313,unique-00000313,false,2020-01-01T00:05:13.000313Z,2020-11-09,3.13,313
314,828954,304.58,val-314,unique-00000314,false,2020-01-01T00:05:14.000314Z,2020-11-10,3.14,314
315,264715,305.55,val-315,unique-00000315,true,2020-01-01T00:05:15.000315Z,2020-11-11,3.15,
316,700476,306.52,val-316,unique-00000316,false,2020-01-01T00:05:16.000316Z,2020-11-12,3.16,316
317,136237,307.49,val-317,unique-00000317,false,2020-01-01T00:05:17.000317Z,2020-11-13,3.17,317
318,571998,308.46,val-318,unique-00000318,true,2020-01-01T00:05:18.000318Z,2020-11-14,3.18,318
319,7759,309.43,val-319,unique-00000319,false,2020-01-01T00:05:19.000319Z,2020-11-15,3.19,319
320,443520,310.4,val-320,unique-00000320,false,2020-01-01T00:05:20.000320Z,2020-11-16,3.2,320
321,879281,311.37,val-321,unique-00000321,true,2020-01-01T00:05:21.000321Z,2020-11-17,3.21,321
322,315042,312.34,val-322,unique-00000322,false,2020-01-01T00:05:22.000322Z,2020-11-18,3.22,
323,750803,313.31,val-323,unique-00000323,false,2020-01-01T00:05:23.000323Z,2020-11-19,3.23,323
324,186564,314.28,val-324,unique-00000324,true,2020-01-01T00:05:24.000324Z,2020-11-20,3.24,324
325,622325,315.25,val-325,unique-00000325,false,2020-01-01T00:05:25.000325Z,2020-11-21,3.25,325
326,58086,316.22,val-326,unique-00000326,false,2020-01-01T00:05:26.000326Z,2020-11-22,3.26,326
327,493847,317.19,val-327,unique-00000327,true,2020-01-01T00:05:27.000327Z,2020-11-23,3.27,327
328,929608,318.16,val-328,unique-00000328,false,2020-01-01T00:05:28.000328Z,2020-11-24,3.28,328
329,365369,319.13,val-329,unique-00000329,false,2020-01-01T00:05:29.000329Z,2020-11-25,3.29,
330,801130,320.1,val-330,unique-00000330,true,2020-01-01T00:05:30.000330Z,2020-11-26,3.3,330
331,236891,321.07,val-331,unique-00000331,false,2020-01-01T00:05:31.000331Z,2020-11-27,3.31,331
332,672652,322.04,val-332,unique-00000332,false,2020-01-01T00:05:32.000332Z,2020-11-28,3.32,332
333,108413,323.01,val-333,unique-00000333,true,2020-01-01T00:05:33.000333Z,2020-11-29,3.33,333
334,544174,323.98,val-334,unique-00000334,false,2020-01-01T00:05:34.000334Z,2020-11-30,3.34,334
335,979935,324.95,val-335,unique-00000335,false,2020-01-01T00:05:35.000335Z,2020-12-01,3.35,335
336,415696,325.92,val-336,unique-00000336,true,2020-01-01T00:05:36.000336Z,2020-12-02,3.36,
337,851457,326.89,val-337,unique-00000337,false,2020-01-01T00:05:37.000337Z,2020-12-03,3.37,337
338,287218,327.86,val-338,unique-00000338,false,2020-01-01T00:05:38.000338Z,2020-12-04,3.38,338
339,722979,328.83,val-339,unique-00000339,true,2020-01-01T00:05:39.000339Z,2020-12-05,3.39,339
340,158740,329.8,val-340,unique-00000340,false,2020-01-01T00:05:40.000340Z,2020-12-06,3.4,340
341,594501,330.77,val-341,unique-00000341,false,2020-01-01T00:05:41.000341Z,2020-12-07,3.41,341
342,30262,331.74,val-342,unique-00000342,true,2020-01-01T00:05:42.000342Z,2020-12-08,3.42,342
343,466023,332.71,val-343,unique-00000343,false,2020-01-01T00:05:43.000343Z,2020-12-09,3.43,
344,901784,333.68,val-344,unique-00000344,false,2020-01-01T00:05:44.000344Z,2020-12-10,3.44,344
345,337545,334.65,val-345,unique-00000345,true,2020-01-01T00:05:45.000345Z,2020-12-11,3.45,345
346,773306,335.62,val-346,unique-00000346,false,2020-01-01T00:05:46.000346Z,2020-12-12,3.46,346
347,209067,336.59,val-347,unique-00000347,false,2020-01-01T00:05:47.000347Z,2020-12-13,3.47,347
348,644828,337.56,val-348,unique-00000348,true,2020-01-01T00:05:48.000348Z,2020-12-14,3.48,348
349,80589,338.53,val-349,unique-00000349,false,2020-01-01T00:05:49.000349Z,2020-12-15,3.49,349
350,516350,339.5,val-350,unique-00000350,false,2020-01-01T00:05:50.000350Z,2020-12-16,3.5,
351,952111,340.47,val-351,unique-00000351,true,2020-01-01T00:05:51.000351Z,2020-12-17,3.51,351
352,387872,341.44,val-352,unique-00000352,false,2020-01-01T00:05:52.000352Z,2020-12-18,3.52,352
353,823633,342.41,val-353,unique-00000353,false,2020-01-01T00:05:53.000353Z,2020-12-19,3.53,353
354,259394,343.38,val-354,unique-00000354,true,2020-01-01T00:05:54.000354Z,2020-12-20,3.54,354
355,695155,344.35,val-355,unique-00000355,false,2020-01-01T00:05:55.000355Z,2020-12-21,3.55,355
356,130916,345.32,val-356,unique-00000356,false,2020-01-01T00:05:56.000356Z,2020-12-22,3.56,356
357,566677,346.29,val-357,unique-00000357,true,2020-01-01T00:05:57.000357Z,2020-12-23,3.57,
358,2438,347.26,val-358,unique-00000358,false,2020-01-01T00:05:58.000358Z,2020-12-24,3.58,358
359,438199,348.23,val-359,unique-00000359,false,2020-01-01T00:05:59.000359Z,2020-12-25,3.59,359
360,873960,349.2,val-360,unique-00000360,true,2020-01-01T00:06:00.000360Z,2020-12-26,3.6,360
361,309721,350.17,val-361,unique-00000361,false,2020-01-01T00:06:01.000361Z,2020-12-27,3.61,361
362,745482,351.14,val-362,unique-00000362,false,2020-01-01T00:06:02.000362Z,2020-12-28,3.62,362
363,181243,352.11,val-363,unique-00000363,true,2020-01-01T00:06:03.000363Z,2020-12-29,3.63,363
364,617004,353.08,val-364,unique-00000364,false,2020-01-01T00:06:04.000364Z,2020-12-30,3.64,
365,52765,354.05,val-365,unique-00000365,false,2020-01-01T00:06:05.000365Z,2020-12-31,3.65,365
366,488526,355.02,val-366,unique-00000366,true,2020-01-01T00:06:06.000366Z,2021-01-01,3.66,366
367,924287,355.99,val-367,unique-00000367,false,2020-01-01T00:06:07.000367Z,2021-01-02,3.67,367
368,360048,356.96,val-368,unique-00000368,false,2020-01-01T00:06:08.000368Z,2021-01-03,3.68,368
369,795809,357.93,val-369,unique-00000369,true,2020-01-01T00:06:09.000369Z,2021-01-04,3.69,369
370,231570,358.9,val-370,unique-00000370,false,2020-01-01T00:06:10.000370Z,2021-01-05,3.7,370
371,667331,359.87,val-371,unique-00000371,false,2020-01-01T00:06:11.000371Z,2021-01-06,3.71,
372,103092,360.84,val-372,unique-00000372,true,2020-01-01T00:06:12.000372Z,2021-01-07,3.72,372
373,538853,361.81,val-373,unique-00000373,false,2020-01-01T00:06:13.000373Z,2021-01-08,3.73,373
374,974614,362.78,val-374,unique-00000374,false,2020-01-01T00:06:14.000374Z,2021-01-09,3.74,374
375,410375,363.75,val-375,unique-00000375,true,2020-01-01T00:06:15.000375Z,2021-01-10,3.75,375
376,846136,364.72,val-376,unique-00000376,false,2020-01-01T00:06:16.000376Z,2021-01-11,3.76,376
377,281897,365.69,val-377,unique-00000377,false,2020-01-01T00:06:17.000377Z,2021-01-12,3.77,377
378,717658,366.66,val-378,unique-00000378,true,2020-01-01T00:06:18.000378Z,2021-01-13,3.78,
379,153419,367.63,val-379,unique-00000379,false,2020-01-01T00:06:19.000379Z,2021-01-14,3.79,379
380,589180,368.6,val-380,unique-00000380,false,2020-01-01T00:06:20.000380Z,2021-01-15,3.8,380
381,24941,369.57,val-381,unique-00000381,true,2020-01-01T00:06:21.000381Z,2021-01-16,3.81,381
382,460702,370.54,val-382,unique-00000382,false,2020-01-01T00:06:22.000382Z,2021-01-17,3.82,382
383,896463,371.51,val-383,unique-00000383,false,2020-01-01T00:06:23.000383Z,2021-01-18,3.83,383
384,332224,372.48,val-384,unique-00000384,true,2020-01-01T00:06:24.000384Z,2021-01-19,3.84,384
385,767985,373.45,val-385,unique-00000385,false,2020-01-01T00:06:25.000385Z,2021-01-20,3.85,
386,203746,374.42,val-386,unique-00000386,false,2020-01-01T00:06:26.000386Z,2021-01-21,3.86,386
387,639507,375.39,val-387,unique-00000387,true,2020-01-01T00:06:27.000387Z,2021-01-22,3.87,387
388,75268,376.36,val-388,unique-00000388,false,2020-01-01T00:06:28.000388Z,2021-01-23,3.88,388
389,511029,377.33,val-389,unique-00000389,false,2020-01-01T00:06:29.000389Z,2021-01-24,3.89,389
390,946790,378.3,val-390,unique-00000390,true,2020-01-01T00:06:30.000390Z,2021-01-25,3.9,390
391,382551,379.27,val-391,unique-00000391,false,2020-01-01T00:06:31.000391Z,2021-01-26,3.91,391
392,818312,380.24,val-392,unique-00000392,false,2020-01-01T00:06:32.000392Z,2021-01-27,3.92,
393,254073,381.21,val-393,unique-00000393,true,2020-01-01T00:06:33.000393Z,2021-01-28,3.93,393
394,689834,382.18,val-394,unique-00000394,false,2020-01-01T00:06:34.000394Z,2021-01-29,3.94,394
395,125595,383.15,val-395,unique-00000395,false,2020-01-01T00:06:35.000395Z,2021-01-30,3.95,395
396,561356,384.12,val-396,unique-00000396,true,2020-01-01T00:06:36.000396Z,2021-01-31,3.96,396
397,997117,385.09,val-397,unique-00000397,false,2020-01-01T00:06:37.000397Z,2021-02-01,3.97,397
398,432878,386.06,val-398,unique-00000398,false,2020-01-01T00:06:38.000398Z,2021-02-02,3.98,398
399,868639,387.03,val-399,unique-00000399,true,2020-01-01T00:06:39.000399Z,2021-02-03,3.99,
400,304400,388.0,val-400,unique-00000400,false,2020-01-01T00:06:40.000400Z,2021-02-04,4,400
401,740161,388.97,val-401,unique-00000401,false,2020-01-01T00:06:41.000401Z,2021-02-05,4.01,401
402,175922,389.94,val-402,unique-00000402,true,2020-01-01T00:06:42.000402Z,2021-02-06,4.02,402
403,611683,390.91,val-403,unique-00000403,false,2020-01-01T00:06:43.000403Z,2021-02-07,4.03,403
404,47444,391.88,val-404,unique-00000404,false,2020-01-01T00:06:44.000404Z,2021-02-08,4.04,404
405,483205,392.85,val-405,unique-00000405,true,2020-01-01T00:06:45.000405Z,2021-02-09,4.05,405
406,918966,393.82,val-406,unique-00000406,false,2020-01-01T00:06:46.000406Z,2021-02-10,4.06,
407,354727,394.79,val-407,unique-00000407,false,2020-01-01T00:06:47.000407Z,2021-02-11,4.07,407
408,790488,395.76,val-408,unique-00000408,true,2020-01-01T00:06:48.000408Z,2021-02-12,4.08,408
409,226249,396.73,val-409,unique-00000409,false,2020-01-01T00:06:49.000409Z,2021-02-13,4.09,409
410,662010,397.7,val-410,unique-00000410,false,2020-01-01T00:06:50.000410Z,2021-02-14,4.1,410
411,97771,398.67,val-411,unique-00000411,true,2020-01-01T00:06:51.000411Z,2021-02-15,4.11,411
412,533532,399.64,val-412,unique-00000412,false,2020-01-01T00:06:52.000412Z,2021-02-16,4.12,412
413,969293,400.61,val-413,unique-00000413,false,2020-01-01T00:06:53.000413Z,2021-02-17,4.13,
414,405054,401.58,val-414,unique-00000414,true,2020-01-01T00:06:54.000414Z,2021-02-18,4.14,414
415,840815,402.55,val-415,unique-00000415,false,2020-01-01T00:06:55.000415Z,2021-02-19,4.15,415
416,276576,403.52,val-416,unique-00000416,false,2020-01-01T00:06:56.000416Z,2021-02-20,4.16,416
417,712337,404.49,val-417,unique-00000417,true,2020-01-01T00:06:57.000417Z,2021-02-21,4.17,417
418,148098,405.46,val-418,unique-00000418,false,2020-01-01T00:06:58.000418Z,2021-02-22,4.18,418
419,583859,406.43,val-419,unique-00000419,false,2020-01-01T00:06:59.000419Z,2021-02-23,4.19,419
420,19620,407.4,val-420,unique-00000420,true,2020-01-01T00:07:00.000420Z,2021-02-24,4.2,
421,455381,408.37,val-421,unique-00000421,false,2020-01-01T00:07:01.000421Z,2021-02-25,4.21,421
422,891142,409.34,val-422,unique-00000422,false,2020-01-01T00:07:02.000422Z,2021-02-26,4.22,422
423,326903,410.31,val-423,unique-00000423,true,2020-01-01T00:07:03.000423Z,2021-02-27,4.23,423
424,762664,411.28,val-424,unique-00000424,false,2020-01-01T00:07:04.000424Z,2021-02-28,4.24,424
425,198425,412.25,val-425,unique-00000425,false,2020-01-01T00:07:05.000425Z,2021-03-01,4.25,425
426,634186,413.22,val-426,unique-00000426,true,2020-01-01T00:07:06.000426Z,2021-03-02,4.26,426
427,69947,414.19,val-427,unique-00000427,false,2020-01-01T00:07:07.000427Z,2021-03-03,4.27,
428,505708,415.16,val-428,unique-00000428,false,2020-01-01T00:07:08.000428Z,2021-03-04,4.28,428
429,941469,416.13,val-429,unique-00000429,true,2020-01-01T00:07:09.000429Z,2021-03-05,4.29,429
430,377230,417.1,val-430,unique-00000430,false,2020-01-01T00:07:10.000430Z,2021-03-06,4.3,430
431,812991,418.07,val-431,unique-00000431,false,2020-01-01T00:07:11.000431Z,2021-03-07,4.31,431
432,248752,419.04,val-432,unique-00000432,true,2020-01-01T00:07:12.000432Z,2021-03-08,4.32,432
433,684513,420.01,val-433,unique-00000433,false,2020-01-01T00:07:13.000433Z,2021-03-09,4.33,433
434,120274,420.98,val-434,unique-00000434,false,2020-01-01T00:07:14.000434Z,2021-03-10,4.34,
435,556035,421.95,val-435,unique-00000435,true,2020-01-01T00:07:15.000435Z,2021-03-11,4.35,435
436,991796,422.92,val-436,unique-00000436,false,2020-01-01T00:07:16.000436Z,2021-03-12,4.36,436
437,427557,423.89,val-437,unique-00000437,false,2020-01-01T00:07:17.000437Z,2021-03-13,4.37,437
438,863318,424.86,val-438,unique-00000438,true,2020-01-01T00:07:18.000438Z,2021-03-14,4.38,438
439,299079,425.83,val-439,unique-00000439,false,2020-01-01T00:07:19.000439Z,2021-03-15,4.39,439
440,734840,426.8,val-440,unique-00000440,false,2020-01-01T00:07:20.000440Z,2021-03-16,4.4,440
441,170601,427.77,val-441,unique-00000441,true,2020-01-01T00:07:21.000441Z,2021-03-17,4.41,
442,606362,428.74,val-442,unique-00000442,false,2020-01-01T00:07:22.000442Z,2021-03-18,4.42,442
443,42123,429.71,val-443,unique-00000443,false,2020-01-01T00:07:23.000443Z,2021-03-19,4.43,443
444,477884,430.68,val-444,unique-00000444,true,2020-01-01T00:07:24.000444Z,2021-03-20,4.44,444
445,913645,431.65,val-445,unique-00000445,false,2020-01-01T00:07:25.000445Z,2021-03-21,4.45,445
446,349406,432.62,val-446,unique-00000446,false,2020-01-01T00:07:26.000446Z,2021-03-22,4.46,446
447,785167,433.59,val-447,unique-00000447,true,2020-01-01T00:07:27.000447Z,2021-03-23,4.47,447
448,220928,434.56,val-448,unique-00000448,false,2020-01-01T00:07:28.000448Z,2021-03-24,4.48,
449,656689,435.53,val-449,unique-00000449,false,2020-01-01T00:07:29.000449Z,2021-03-25,4.49,449
450,92450,436.5,val-450,unique-00000450,true,2020-01-01T00:07:30.000450Z,2021-03-26,4.5,450
451,528211,437.47,val-451,unique-00000451,false,2020-01-01T00:07:31.000451Z,2021-03-27,4.51,451
452,963972,438.44,val-452,unique-00000452,false,2020-01-01T00:07:32.000452Z,2021-03-28,4.52,452
453,399733,439.41,val-453,unique-00000453,true,2020-01-01T00:07:33.000453Z,2021-03-29,4.53,453
454,835494,440.38,val-454,unique-00000454,false,2020-01-01T00:07:34.000454Z,2021-03-30,4.54,454
455,271255,441.35,val-455,unique-00000455,false,2020-01-01T00:07:35.000455Z,2021-03-31,4.55,
456,707016,442.32,val-456,unique-00000456,true,2020-01-01T00:07:36.000456Z,2021-04-01,4.56,456
457,142777,443.29,val-457,unique-00000457,false,2020-01-01T00:07:37.000457Z,2021-04-02,4.57,457
458,578538,444.26,val-458,unique-00000458,false,2020-01-01T00:07:38.000458Z,2021-04-03,4.58,458
459,14299,445.23,val-459,unique-00000459,true,2020-01-01T00:07:39.000459Z,2021-04-04,4.59,459
460,450060,446.2,val-460,unique-00000460,false,2020-01-01T00:07:40.000460Z,2021-04-05,4.6,460
461,885821,447.17,val-461,unique-00000461,false,2020-01-01T00:07:41.000461Z,2021-04-06,4.61,461
462,321582,448.14,val-462,unique-00000462,true,2020-01-01T00:07:42.000462Z,2021-04-07,4.62,
463,757343,449.11,val-463,unique-00000463,false,2020-01-01T00:07:43.000463Z,2021-04-08,4.63,463
464,193104,450.08,val-464,unique-00000464,false,2020-01-01T00:07:44.000464Z,2021-04-09,4.64,464
465,628865,451.05,val-465,unique-00000465,true,2020-01-01T00:07:45.000465Z,2021-04-10,4.65,465
466,64626,452.02,val-466,unique-00000466,false,2020-01-01T00:07:46.000466Z,2021-04-11,4.66,466
467,500387,452.99,val-467,unique-00000467,false,2020-01-01T00:07:47.000467Z,2021-04-12,4.67,467
468,936148,453.96,val-468,unique-00000468,true,2020-01-01T00:07:48.000468Z,2021-04-13,4.68,468
469,371909,454.93,val-469,unique-00000469,false,2020-01-01T00:07:49.000469Z,2021-04-14,4.69,
470,807670,455.9,val-470,unique-00000470,false,2020-01-01T00:07:50.000470Z,2021-04-15,4.7,470
471,243431,456.87,val-471,unique-00000471,true,2020-01-01T00:07:51.000471Z,2021-04-16,4.71,471
472,679192,457.84,val-472,unique-00000472,false,2020-01-01T00:07:52.000472Z,2021-04-17,4.72,472
473,114953,458.81,val-473,unique-00000473,false,2020-01-01T00:07:53.000473Z,2021-04-18,4.73,473
474,550714,459.78,val-474,unique-00000474,true,2020-01-01T00:07:54.000474Z,2021-04-19,4.74,474
475,986475,460.75,val-475,unique-00000475,false,2020-01-01T00:07:55.000475Z,2021-04-20,4.75,475
476,422236,461.72,val-476,unique-00000476,false,2020-01-01T00:07:56.000476Z,2021-04-21,4.76,
477,857997,462.69,val-477,unique-00000477,true,2020-01-01T00:07:57.000477Z,2021-04-22,4.77,477
478,293758,463.66,val-478,unique-00000478,false,2020-01-01T00:07:58.000478Z,2021-04-23,4.78,478
