id,region,amount,note
3794,r2,403.78,row-03794
3795,r3,404.15,row-03795
3796,r0,404.52,row-03796
3797,r1,404.89,row-03797
3798,r2,405.26,row-03798
3799,r3,405.63,row-03799
3800,r0,406.0,row-03800
3801,r1,406.37,row-03801
3802,r2,406.74,row-03802
3803,r3,407.11,row-03803
3804,r0,407.48,row-03804
3805,r1,407.85,row-03805
3806,r2,408.22,row-03806
3807,r3,408.59,row-03807
3808,r0,408.96,row-03808
3809,r1,409.33,row-03809
3810,r2,409.7,row-03810
3811,r3,410.07,row-03811
3812,r0,410.44,row-03812
3813,r1,410.81,row-03813
3814,r2,411.18,row-03814
3815,r3,411.55,row-03815
3816,r0,411.92,row-03816
3817,r1,412.29,row-03817
3818,r2,412.66,row-03818
3819,r3,413.03,row-03819
3820,r0,413.4,row-03820
3821,r1,413.77,row-03821
3822,r2,414.14,row-03822
3823,r3,414.51,row-03823
3824,r0,414.88,row-03824
3825,r1,415.25,row-03825
3826,r2,415.62,row-03826
3827,r3,415.99,row-03827
3828,r0,416.36,row-03828
3829,r1,416.73,row-03829
3830,r2,417.1,row-03830
3831,r3,417.47,row-03831
3832,r0,417.84,row-03832
3833,r1,418.21,row-03833
3834,r2,418.58,row-03834
3835,r3,418.95,row-03835
3836,r0,419.32,row-03836
3837,r1,419.69,row-03837
3838,r2,420.06,row-03838
3839,r3,420.43,row-03839
3840,r0,420.8,row-03840
3841,r1,421.17,row-03841
3842,r2,421.54,row-03842
3843,r3,421.91,row-03843
3844,r0,422.28,row-03844
3845,r1,422.65,row-03845
3846,r2,423.02,row-03846
3847,r3,423.39,row-03847
3848,r0,423.76,row-03848
3849,r1,424.13,row-03849
3850,r2,424.5,row-03850
3851,r3,424.87,row-03851
3852,r0,425.24,row-03852
3853,r1,425.61,row-03853
3854,r2,425.98,row-03854
3855,r3,426.35,row-03855
3856,r0,426.72,row-03856
3857,r1,427.09,row-03857
3858,r2,427.46,row-03858
3859,r3,427.83,row-03859
3860,r0,428.2,row-03860
3861,r1,428.57,row-03861
3862,r2,428.94,row-03862
3863,r3,429.31,row-03863
3864,r0,429.68,row-03864
3865,r1,430.05,row-03865
3866,r2,430.42,row-03866
3867,r3,430.79,row-03867
3868,r0,431.16,row-03868
3869,r1,431.53,row-03869
3870,r2,431.9,row-03870
3871,r3,432.27,row-03871
3872,r0,432.64,row-03872
3873,r1,433.01,row-03873
3874,r2,433.38,row-03874
3875,r3,433.75,row-03875
3876,r0,434.12,row-03876
3877,r1,434.49,row-03877
3878,r2,434.86,row-03878
3879,r3,435.23,row-03879
3880,r0,435.6,row-03880
3881,r1,435.97,row-03881
3882,r2,436.34,row-03882
3883,r3,436.71,row-03883
3884,r0,437.08,row-03884
3885,r1,437.45,row-03885
3886,r2,437.82,row-03886
3887,r3,438.19,row-03887
3888,r0,438.56,row-03888
3889,r1,438.93,row-03889
3890,r2,439.3,row-03890
3891,r3,439.67,row-03891
3892,r0,440.04,row-03892
3893,r1,440.41,row-03893
3894,r2,440.78,row-03894
3895,r3,441.15,row-03895
3896,r0,441.52,row-03896
3897,r1,441.89,row-03897
3898,r2,442.26,row-03898
3899,r3,442.63,row-03899
3900,r0,443.0,row-03900
3901,r1,443.37,row-03901
3902,r2,443.74,row-03902
3903,r3,444.11,row-03903
3904,r0,444.48,row-03904
3905,r1,444.85,row-03905
3906,r2,445.22,row-03906
3907,r3,445.59,row-03907
3908,r0,445.96,row-03908
3909,r1,446.33,row-03909
3910,r2,446.7,row-03910
3911,r3,447.07,row-03911
3912,r0,447.44,row-03912
3913,r1,447.81,row-03913
3914,r2,448.18,row-03914
3915,r3,448.55,row-03915
3916,r0,448.92,row-03916
3917,r1,449.29,row-03917
3918,r2,449.66,row-03918
3919,r3,450.03,row-03919
3920,r0,450.4,row-03920
3921,r1,450.77,row-03921
3922,r2,451.14,row-03922
3923,r3,451.51,row-03923
3924,r0,451.88,row-03924
3925,r1,452.25,row-03925
3926,r2,452.62,row-03926
3927,r3,452.99,row-03927
3928,r0,453.36,row-03928
3929,r1,453.73,row-03929
3930,r2,454.1,row-03930
3931,r3,454.47,row-03931
3932,r0,454.84,row-03932
3933,r1,455.21,row-03933
3934,r2,455.58,row-03934
3935,r3,455.95,row-03935
3936,r0,456.32,row-03936
3937,r1,456.69,row-03937
3938,r2,457.06,row-03938
3939,r3,457.43,row-03939
3940,r0,457.8,row-03940
3941,r1,458.17,row-03941
3942,r2,458.54,row-03942
3943,r3,458.91,row-03943
3944,r0,459.28,row-03944
3945,r1,459.65,row-03945
3946,r2,460.02,row-03946
3947,r3,460.39,row-03947
3948,r0,460.76,row-03948
3949,r1,461.13,row-03949
3950,r2,461.5,row-03950
3951,r3,461.87,row-03951
3952,r0,462.24,row-03952
3953,r1,462.61,row-03953
3954,r2,462.98,row-03954
3955,r3,463.35,row-03955
3956,r0,463.72,row-03956
3957,r1,464.09,row-03957
3958,r2,464.46,row-03958
3959,r3,464.83,row-03959
3960,r0,465.2,row-03960
3961,r1,465.57,row-03961
3962,r2,465.94,row-03962
3963,r3,466.31,row-03963
3964,r0,466.68,row-03964
3965,r1,467.05,row-03965
3966,r2,467.42,row-03966
3967,r3,467.79,row-03967
3968,r0,468.16,row-03968
3969,r1,468.53,row-03969
3970,r2,468.9,row-03970
3971,r3,469.27,row-03971
3972,r0,469.64,row-03972
3973,r1,470.01,row-03973
3974,r2,470.38,row-03974
3975,r3,470.75,row-03975
3976,r0,471.12,row-03976
3977,r1,471.49,row-03977
3978,r2,471.86,row-03978
3979,r3,472.23,row-03979
3980,r0,472.6,row-03980
3981,r1,472.97,row-03981
3982,r2,473.34,row-03982
3983,r3,473.71,row-03983
3984,r0,474.08,row-03984
3985,r1,474.45,row-03985
3986,r2,474.82,row-03986
3987,r3,475.19,row-03987
3988,r0,475.56,row-03988
3989,r1,475.93,row-03989
3990,r2,476.3,row-03990
3991,r3,476.67,row-03991
3992,r0,477.04,row-03992
3993,r1,477.41,row-03993
3994,r2,477.78,row-03994
3995,r3,478.15,row-03995
3996,r0,478.52,row-03996
3997,r1,478.89,row-03997
3998,r2,479.26,row-03998
3999,r3,479.63,row-03999
4000,r0,480.0,row-04000
4001,r1,480.37,row-04001
4002,r2,480.74,row-04002
4003,r3,481.11,row-04003
4004,r0,481.48,row-04004
4005,r1,481.85,row-04005
4006,r2,482.22,row-04006
4007,r3,482.59,row-04007
4008,r0,482.96,row-04008
4009,r1,483.33,row-04009
4010,r2,483.7,row-04010
4011,r3,484.07,row-04011
4012,r0,484.44,row-04012
4013,r1,484.81,row-04013
4014,r2,485.18,row-04014
4015,r3,485.55,row-04015
4016,r0,485.92,row-04016
4017,r1,486.29,row-04017
4018,r2,486.66,row-04018
4019,r3,487.03,row-04019
4020,r0,487.4,row-04020
4021,r1,487.77,row-04021
4022,r2,488.14,row-04022
4023,r3,488.51,row-04023
4024,r0,488.88,row-04024
4025,r1,489.25,row-04025
4026,r2,489.62,row-04026
4027,r3,489.99,row-04027
4028,r0,490.36,row-04028
4029,r1,490.73,row-04029
4030,r2,491.1,row-04030
4031,r3,491.47,row-04031
4032,r0,491.84,row-04032
4033,r1,492.21,row-04033
4034,r2,492.58,row-04034
4035,r3,492.95,row-04035
4036,r0,493.32,row-04036
4037,r1,493.69,row-04037
4038,r2,494.06,row-04038
4039,r3,494.43,row-04039
4040,r0,494.8,row-04040
4041,r1,495.17,row-04041
4042,r2,495.54,row-04042
4043,r3,495.91,row-04043
4044,r0,496.28,row-04044
4045,r1,496.65,row-04045
4046,r2,497.02,row-04046
4047,r3,497.39,row-04047
4048,r0,497.76,row-04048
4049,r1,498.13,row-04049
4050,r2,498.5,row-04050
4051,r3,498.87,row-04051
4052,r0,499.24,row-04052
4053,r1,499.61,row-04053
4054,r2,499.98,row-04054
4055,r3,500.35,row-04055
4056,r0,500.72,row-04056
4057,r1,501.09,row-04057
4058,r2,501.46,row-04058
4059,r3,501.83,row-04059
4060,r0,502.2,row-04060
4061,r1,502.57,row-04061
4062,r2,502.94,row-04062
4063,r3,503.31,row-04063
4064,r0,503.68,row-04064
4065,r1,504.05,row-04065
4066,r2,504.42,row-04066
4067,r3,504.79,row-04067
4068,r0,505.16,row-04068
4069,r1,505.53,row-04069
4070,r2,505.9,row-04070
4071,r3,506.27,row-04071
4072,r0,506.64,row-04072
4073,r1,507.01,row-04073
4074,r2,507.38,row-04074
4075,r3,507.75,row-04075
4076,r0,508.12,row-04076
4077,r1,508.49,row-04077
4078,r2,508.86,row-04078
4079,r3,509.23,row-04079
4080,r0,509.6,row-04080
4081,r1,509.97,row-04081
4082,r2,510.34,row-04082
4083,r3,510.71,row-04083
4084,r0,511.08,row-04084
4085,r1,511.45,row-04085
4086,r2,511.82,row-04086
4087,r3,512.19,row-04087
4088,r0,512.56,row-04088
4089,r1,512.93,row-04089
4090,r2,513.3,row-04090
4091,r3,513.67,row-04091
4092,r0,514.04,row-04092
4093,r1,514.41,row-04093
4094,r2,514.78,row-04094
4095,r3,515.15,row-04095
4096,r0,515.52,row-04096
4097,r1,515.89,row-04097
4098,r2,516.26,row-04098
4099,r3,516.63,row-04099
4100,r0,517.0,row-04100
4101,r1,517.37,row-04101
4102,r2,517.74,row-04102
4103,r3,518.11,row-04103
4104,r0,518.48,row-04104
4105,r1,518.85,row-04105
4106,r2,519.22,row-04106
4107,r3,519.59,row-04107
4108,r0,519.96,row-04108
4109,r1,520.33,row-04109
4110,r2,520.7,row-04110
4111,r3,521.07,row-04111
4112,r0,521.44,row-04112
4113,r1,521.81,row-04113
4114,r2,522.18,row-04114
4115,r3,522.55,row-04115
4116,r0,522.92,row-04116
4117,r1,523.29,row-04117
4118,r2,523.66,row-04118
4119,r3,524.03,row-04119
4120,r0,524.4,row-04120
4121,r1,524.77,row-04121
4122,r2,525.14,row-04122
4123,r3,525.51,row-04123
4124,r0,525.88,row-04124
4125,r1,526.25,row-04125
4126,r2,526.62,row-04126
4127,r3,526.99,row-04127
4128,r0,527.36,row-04128
4129,r1,527.73,row-04129
4130,r2,528.1,row-04130
4131,r3,528.47,row-04131
4132,r0,528.84,row-04132
4133,r1,529.21,row-04133
4134,r2,529.58,row-04134
4135,r3,529.95,row-04135
4136,r0,530.32,row-04136
4137,r1,530.69,row-04137
4138,r2,531.06,row-04138
4139,r3,531.43,row-04139
4140,r0,531.8,row-04140
4141,r1,532.17,row-04141
4142,r2,532.54,row-04142
4143,r3,532.91,row-04143
4144,r0,533.28,row-04144
4145,r1,533.65,row-04145
4146,r2,534.02,row-04146
4147,r3,534.39,row-04147
4148,r0,534.76,row-04148
4149,r1,535.13,row-04149
4150,r2,535.5,row-04150
4151,r3,535.87,row-04151
4152,r0,536.24,row-04152
4153,r1,536.61,row-04153
4154,r2,536.98,row-04154
4155,r3,537.35,row-04155
4156,r0,537.72,row-04156
4157,r1,538.09,row-04157
4158,r2,538.46,row-04158
4159,r3,538.83,row-04159
4160,r0,539.2,row-04160
4161,r1,539.57,row-04161
4162,r2,539.94,row-04162
4163,r3,540.31,row-04163
4164,r0,540.68,row-04164
4165,r1,541.05,row-04165
4166,r2,541.42,row-04166
4167,r3,541.79,row-04167
4168,r0,542.16,row-04168
4169,r1,542.53,row-04169
4170,r2,542.9,row-04170
4171,r3,543.27,row-04171
4172,r0,543.64,row-04172
4173,r1,544.01,row-04173
4174,r2,544.38,row-04174
4175,r3,544.75,row-04175
4176,r0,545.12,row-04176
4177,r1,545.49,row-04177
4178,r2,545.86,row-04178
4179,r3,546.23,row-04179
4180,r0,546.6,row-04180
4181,r1,546.97,row-04181
4182,r2,547.34,row-04182
4183,r3,547.71,row-04183
4184,r0,548.08,row-04184
4185,r1,548.45,row-04185
4186,r2,548.82,row-04186
4187,r3,549.19,row-04187
4188,r0,549.56,row-04188
4189,r1,549.93,row-04189
4190,r2,550.3,row-04190
4191,r3,550.67,row-04191
4192,r0,551.04,row-04192
4193,r1,551.41,row-04193
4194,r2,551.78,row-04194
4195,r3,552.15,row-04195
4196,r0,552.52,row-04196
4197,r1,552.89,row-04197
4198,r2,553.26,row-04198
4199,r3,553.63,row-04199
4200,r0,554.0,row-04200
4201,r1,554.37,row-04201
4202,r2,554.74,row-04202
4203,r3,555.11,row-04203
4204,r0,555.48,row-04204
4205,r1,555.85,row-04205
4206,r2,556.22,row-04206
4207,r3,556.59,row-04207
4208,r0,556.96,row-04208
4209,r1,557.33,row-04209
4210,r2,557.7,row-04210
4211,r3,558.07,row-04211
4212,r0,558.44,row-04212
4213,r1,558.81,row-04213
4214,r2,559.18,row-04214
4215,r3,559.55,row-04215
4216,r0,559.92,row-04216
4217,r1,560.29,row-04217
4218,r2,560.66,row-04218
4219,r3,561.03,row-04219
4220,r0,561.4,row-04220
4221,r1,561.77,row-04221
4222,r2,562.14,row-04222
4223,r3,562.51,row-04223
4224,r0,562.88,row-04224
4225,r1,563.25,row-04225
4226,r2,563.62,row-04226
4227,r3,563.99,row-04227
4228,r0,564.36,row-04228
4229,r1,564.73,row-04229
4230,r2,565.1,row-04230
4231,r3,565.47,row-04231
4232,r0,565.84,row-04232
4233,r1,566.21,row-04233
4234,r2,566.58,row-04234
4235,r3,566.95,row-04235
4236,r0,567.32,row-04236
4237,r1,567.69,row-04237
4238,r2,568.06,row-04238
4239,r3,568.43,row-04239
4240,r0,568.8,row-04240
4241,r1,569.17,row-04241
4242,r2,569.54,row-04242
4243,r3,569.91,row-04243
4244,r0,570.28,row-04244
4245,r1,570.65,row-04245
4246,r2,571.02,row-04246
4247,r3,571.39,row-04247
4248,r0,571.76,row-04248
4249,r1,572.13,row-04249
4250,r2,572.5,row-04250
4251,r3,572.87,row-04251
4252,r0,573.24,row-04252
4253,r1,573.61,row-04253
4254,r2,573.98,row-04254
4255,r3,574.35,row-04255
4256,r0,574.72,row-04256
4257,r1,575.09,row-04257
4258,r2,575.46,row-04258
4259,r3,575.83,row-04259
4260,r0,576.2,row-04260
4261,r1,576.57,row-04261
4262,r2,576.94,row-04262
4263,r3,577.31,row-04263
4264,r0,577.68,row-04264
4265,r1,578.05,row-04265
4266,r2,578.42,row-04266
4267,r3,578.79,row-04267
4268,r0,579.16,row-04268
4269,r1,579.53,row-04269
4270,r2,579.9,row-04270
4271,r3,580.27,row-04271
4272,r0,580.64,row-04272
4273,r1,581.01,row-04273
4274,r2,581.38,row-04274
4275,r3,581.75,row-04275
4276,r0,582.12,row-04276
4277,r1,582.49,row-04277
4278,r2,582.86,row-04278
4279,r3,583.23,row-04279
4280,r0,583.6,row-04280
4281,r1,583.97,row-04281
4282,r2,584.34,row-04282
4283,r3,584.71,row-04283
4284,r0,585.08,row-04284
4285,r1,585.45,row-04285
4286,r2,585.82,row-04286
4287,r3,586.19,row-04287
4288,r0,586.56,row-04288
4289,r1,586.93,row-04289
4290,r2,587.3,row-04290
4291,r3,587.67,row-04291
4292,r0,588.04,row-04292
4293,r1,588.41,row-04293
4294,r2,588.78,row-04294
4295,r3,589.15,row-04295
4296,r0,589.52,row-04296
4297,r1,589.89,row-04297
4298,r2,590.26,row-04298
4299,r3,590.63,row-04299
4300,r0,591.0,row-04300
4301,r1,591.37,row-04301
4302,r2,591.74,row-04302
4303,r3,592.11,row-04303
4304,r0,592.48,row-04304
4305,r1,592.85,row-04305
4306,r2,593.22,row-04306
4307,r3,593.59,row-04307
4308,r0,593.96,row-04308
4309,r1,594.33,row-04309
4310,r2,594.7,row-04310
4311,r3,595.07,row-04311
4312,r0,595.44,row-04312
4313,r1,595.81,row-04313
4314,r2,596.18,row-04314
4315,r3,596.55,row-04315
4316,r0,596.92,row-04316
4317,r1,597.29,row-04317
4318,r2,597.66,row-04318
4319,r3,598.03,row-04319
4320,r0,598.4,row-04320
4321,r1,598.77,row-04321
4322,r2,599.14,row-04322
4323,r3,599.51,row-04323
4324,r0,599.88,row-04324
4325,r1,600.25,row-04325
4326,r2,600.62,row-04326
4327,r3,600.99,row-04327
4328,r0,601.36,row-04328
4329,r1,601.73,row-04329
4330,r2,602.1,row-04330
4331,r3,602.47,row-04331
4332,r0,602.84,row-04332
4333,r1,603.21,row-04333
4334,r2,603.58,row-04334
4335,r3,603.95,row-04335
4336,r0,604.32,row-04336
4337,r1,604.69,row-04337
4338,r2,605.06,row-04338
4339,r3,605.43,row-04339
4340,r0,605.8,row-04340
4341,r1,606.17,row-04341
4342,r2,606.54,row-04342
4343,r3,606.91,row-04343
4344,r0,607.28,row-04344
4345,r1,607.65,row-04345
4346,r2,608.02,row-04346
4347,r3,608.39,row-04347
4348,r0,608.76,row-04348
4349,r1,609.13,row-04349
4350,r2,609.5,row-04350
4351,r3,609.87,row-04351
4352,r0,610.24,row-04352
4353,r1,610.61,row-04353
4354,r2,610.98,row-04354
4355,r3,611.35,row-04355
4356,r0,611.72,row-04356
4357,r1,612.09,row-04357
4358,r2,612.46,row-04358
4359,r3,612.83,row-04359
4360,r0,613.2,row-04360
4361,r1,613.57,row-04361
4362,r2,613.94,row-04362
4363,r3,614.31,row-04363
4364,r0,614.68,row-04364
4365,r1,615.05,row-04365
4366,r2,615.42,row-04366
4367,r3,615.79,row-04367
4368,r0,616.16,row-04368
4369,r1,616.53,row-04369
4370,r2,616.9,row-04370
4371,r3,617.27,row-04371
4372,r0,617.64,row-04372
4373,r1,618.01,row-04373
4374,r2,618.38,row-04374
4375,r3,618.75,row-04375
4376,r0,619.12,row-04376
4377,r1,619.49,row-04377
4378,r2,619.86,row-04378
4379,r3,620.23,row-04379
4380,r0,620.6,row-04380
4381,r1,620.97,row-04381
4382,r2,621.34,row-04382
4383,r3,621.71,row-04383
4384,r0,622.08,row-04384
4385,r1,622.45,row-04385
4386,r2,622.82,row-04386
4387,r3,623.19,row-04387
4388,r0,623.56,row-04388
4389,r1,623.93,row-04389
4390,r2,624.3,row-04390
4391,r3,624.67,row-04391
4392,r0,625.04,row-04392
4393,r1,625.41,row-04393
4394,r2,625.78,row-04394
4395,r3,626.15,row-04395
4396,r0,626.52,row-04396
4397,r1,626.89,row-04397
4398,r2,627.26,row-04398
4399,r3,627.63,row-04399
4400,r0,628.0,row-04400
4401,r1,628.37,row-04401
4402,r2,628.74,row-04402
4403,r3,629.11,row-04403
4404,r0,629.48,row-04404
4405,r1,629.85,row-04405
4406,r2,630.22,row-04406
4407,r3,630.59,row-04407
4408,r0,630.96,row-04408
4409,r1,631.33,row-04409
4410,r2,631.7,row-04410
4411,r3,632.07,row-04411
4412,r0,632.44,row-04412
4413,r1,632.81,row-04413
4414,r2,633.18,row-04414
4415,r3,633.55,row-04415
4416,r0,633.92,row-04416
4417,r1,634.29,row-04417
4418,r2,634.66,row-04418
4419,r3,635.03,row-04419
4420,r0,635.4,row-04420
4421,r1,635.77,row-04421
4422,r2,636.14,row-04422
4423,r3,636.51,row-04423
4424,r0,636.88,row-04424
4425,r1,637.25,row-04425
4426,r2,637.62,row-04426
4427,r3,637.99,row-04427
4428,r0,638.36,row-04428
4429,r1,638.73,row-04429
4430,r2,639.1,row-04430
4431,r3,639.47,row-04431
4432,r0,639.84,row-04432
4433,r1,640.21,row-04433
4434,r2,640.58,row-04434
4435,r3,640.95,row-04435
4436,r0,641.32,row-04436
4437,r1,641.69,row-04437
4438,r2,642.06,row-04438
4439,r3,642.43,row-04439
4440,r0,642.8,row-04440
4441,r1,643.17,row-04441
4442,r2,643.54,row-04442
4443,r3,643.91,row-04443
4444,r0,644.28,row-04444
4445,r1,644.65,row-04445
4446,r2,645.02,row-04446
4447,r3,645.39,row-04447
4448,r0,645.76,row-04448
4449,r1,646.13,row-04449
4450,r2,646.5,row-04450
4451,r3,646.87,row-04451
4452,r0,647.24,row-04452
4453,r1,647.61,row-04453
4454,r2,647.98,row-04454
4455,r3,648.35,row-04455
4456,r0,648.72,row-04456
4457,r1,649.09,row-04457
4458,r2,649.46,row-04458
4459,r3,649.83,row-04459
4460,r0,650.2,row-04460
4461,r1,650.57,row-04461
4462,r2,650.94,row-04462
4463,r3,651.31,row-04463
4464,r0,651.68,row-04464
4465,r1,652.05,row-04465
4466,r2,652.42,row-04466
4467,r3,652.79,row-04467
4468,r0,653.16,row-04468
4469,r1,653.53,row-04469
4470,r2,653.9,row-04470
4471,r3,654.27,row-04471
4472,r0,654.64,row-04472
4473,r1,655.01,row-04473
4474,r2,655.38,row-04474
4475,r3,655.75,row-04475
4476,r0,656.12,row-04476
4477,r1,656.49,row-04477
4478,r2,656.86,row-04478
4479,r3,657.23,row-04479
4480,r0,657.6,row-04480
4481,r1,657.97,row-04481
4482,r2,658.34,row-04482
4483,r3,658.71,row-04483
4484,r0,659.08,row-04484
4485,r1,659.45,row-04485
4486,r2,659.82,row-04486
4487,r3,660.19,row-04487
4488,r0,660.56,row-04488
4489,r1,660.93,row-04489
4490,r2,661.3,row-04490
4491,r3,661.67,row-04491
4492,r0,662.04,row-04492
4493,r1,662.41,row-04493
4494,r2,662.78,row-04494
4495,r3,663.15,row-04495
4496,r0,663.52,row-04496
4497,r1,663.89,row-04497
4498,r2,664.26,row-04498
4499,r3,664.63,row-04499
4500,r0,665.0,row-04500
4501,r1,665.37,row-04501
4502,r2,665.74,row-04502
4503,r3,666.11,row-04503
4504,r0,666.48,row-04504
4505,r1,666.85,row-04505
4506,r2,667.22,row-04506
4507,r3,667.59,row-04507
4508,r0,667.96,row-04508
4509,r1,668.33,row-04509
4510,r2,668.7,row-04510
4511,r3,669.07,row-04511
4512,r0,669.44,row-04512
4513,r1,669.81,row-04513
4514,r2,670.18,row-04514
4515,r3,670.55,row-04515
4516,r0,670.92,row-04516
4517,r1,671.29,row-04517
4518,r2,671.66,row-04518
4519,r3,672.03,row-04519
4520,r0,672.4,row-04520
4521,r1,672.77,row-04521
4522,r2,673.14,row-04522
4523,r3,673.51,row-04523
4524,r0,673.88,row-04524
4525,r1,674.25,row-04525
4526,r2,674.62,row-04526
4527,r3,674.99,row-04527
4528,r0,675.36,row-04528
4529,r1,675.73,row-04529
4530,r2,676.1,row-04530
4531,r3,676.47,row-04531
4532,r0,676.84,row-04532
4533,r1,677.21,row-04533
4534,r2,677.58,row-04534
4535,r3,677.95,row-04535
4536,r0,678.32,row-04536
4537,r1,678.69,row-04537
4538,r2,679.06,row-04538
4539,r3,679.43,row-04539
4540,r0,679.8,row-04540
4541,r1,680.17,row-04541
4542,r2,680.54,row-04542
4543,r3,680.91,row-04543
4544,r0,681.28,row-04544
4545,r1,681.65,row-04545
4546,r2,682.02,row-04546
4547,r3,682.39,row-04547
4548,r0,682.76,row-04548
4549,r1,683.13,row-04549
4550,r2,683.5,row-04550
4551,r3,683.87,row-04551
4552,r0,684.24,row-04552
4553,r1,684.61,row-04553
4554,r2,684.98,row-04554
4555,r3,685.35,row-04555
4556,r0,685.72,row-04556
4557,r1,686.09,row-04557
4558,r2,686.46,row-04558
4559,r3,686.83,row-04559
4560,r0,687.2,row-04560
4561,r1,687.57,row-04561
4562,r2,687.94,row-04562
4563,r3,688.31,row-04563
4564,r0,688.68,row-04564
4565,r1,689.05,row-04565
4566,r2,689.42,row-04566
4567,r3,689.79,row-04567
4568,r0,690.16,row-04568
4569,r1,690.53,row-04569
4570,r2,690.9,row-04570
4571,r3,691.27,row-04571
4572,r0,691.64,row-04572
4573,r1,692.01,row-04573
4574,r2,692.38,row-04574
4575,r3,692.75,row-04575
4576,r0,693.12,row-04576
4577,r1,693.49,row-04577
4578,r2,693.86,row-04578
4579,r3,694.23,row-04579
4580,r0,694.6,row-04580
4581,r1,694.97,row-04581
4582,r2,695.34,row-04582
4583,r3,695.71,row-04583
4584,r0,696.08,row-04584
4585,r1,696.45,row-04585
4586,r2,696.82,row-04586
4587,r3,697.19,row-04587
4588,r0,697.56,row-04588
4589,r1,697.93,row-04589
4590,r2,698.3,row-04590
4591,r3,698.67,row-04591
4592,r0,699.04,row-04592
4593,r1,699.41,row-04593
4594,r2,699.78,row-04594
4595,r3,700.15,row-04595
4596,r0,700.52,row-04596
4597,r1,700.89,row-04597
4598,r2,701.26,row-04598
4599,r3,701.63,row-04599
4600,r0,702.0,row-04600
4601,r1,702.37,row-04601
4602,r2,702.74,row-04602
4603,r3,703.11,row-04603
4604,r0,703.48,row-04604
4605,r1,703.85,row-04605
4606,r2,704.22,row-04606
4607,r3,704.59,row-04607
4608,r0,704.96,row-04608
4609,r1,705.33,row-04609
4610,r2,705.7,row-04610
4611,r3,706.07,row-04611
4612,r0,706.44,row-04612
4613,r1,706.81,row-04613
4614,r2,707.18,row-04614
4615,r3,707.55,row-04615
4616,r0,707.92,row-04616
4617,r1,708.29,row-04617
4618,r2,708.66,row-04618
4619,r3,709.03,row-04619
4620,r0,709.4,row-04620
4621,r1,709.77,row-04621
4622,r2,710.14,row-04622
4623,r3,710.51,row-04623
4624,r0,710.88,row-04624
4625,r1,711.25,row-04625
4626,r2,711.62,row-04626
4627,r3,711.99,row-04627
4628,r0,712.36,row-04628
4629,r1,712.73,row-04629
4630,r2,713.1,row-04630
4631,r3,713.47,row-04631
4632,r0,713.84,row-04632
4633,r1,714.21,row-04633
4634,r2,714.58,row-04634
4635,r3,714.95,row-04635
4636,r0,715.32,row-04636
4637,r1,715.69,row-04637
4638,r2,716.06,row-04638
4639,r3,716.43,row-04639
4640,r0,716.8,row-04640
4641,r1,717.17,row-04641
4642,r2,717.54,row-04642
4643,r3,717.91,row-04643
4644,r0,718.28,row-04644
4645,r1,718.65,row-04645
4646,r2,719.02,row-04646
4647,r3,719.39,row-04647
4648,r0,719.76,row-04648
4649,r1,720.13,row-04649
4650,r2,720.5,row-04650
4651,r3,720.87,row-04651
4652,r0,721.24,row-04652
4653,r1,721.61,row-04653
4654,r2,721.98,row-04654
4655,r3,722.35,row-04655
4656,r0,722.72,row-04656
4657,r1,723.09,row-04657
4658,r2,723.46,row-04658
4659,r3,723.83,row-04659
4660,r0,724.2,row-04660
4661,r1,724.57,row-04661
4662,r2,724.94,row-04662
4663,r3,725.31,row-04663
4664,r0,725.68,row-04664
4665,r1,726.05,row-04665
4666,r2,726.42,row-04666
4667,r3,726.79,row-04667
4668,r0,727.16,row-04668
4669,r1,727.53,row-04669
4670,r2,727.9,row-04670
4671,r3,728.27,row-04671
4672,r0,728.64,row-04672
4673,r1,729.01,row-04673
4674,r2,729.38,row-04674
4675,r3,729.75,row-04675
4676,r0,730.12,row-04676
4677,r1,730.49,row-04677
4678,r2,730.86,row-04678
4679,r3,731.23,row-04679
4680,r0,731.6,row-04680
4681,r1,731.97,row-04681
4682,r2,732.34,row-04682
4683,r3,732.71,row-04683
4684,r0,733.08,row-04684
4685,r1,733.45,row-04685
4686,r2,733.82,row-04686
4687,r3,734.19,row-04687
4688,r0,734.56,row-04688
4689,r1,734.93,row-04689
4690,r2,735.3,row-04690
4691,r3,735.67,row-04691
4692,r0,736.04,row-04692
4693,r1,736.41,row-04693
4694,r2,736.78,row-04694
4695,r3,737.15,row-04695
4696,r0,737.52,row-04696
4697,r1,737.89,row-04697
4698,r2,738.26,row-04698
4699,r3,738.63,row-04699
4700,r0,739.0,row-04700
4701,r1,739.37,row-04701
4702,r2,739.74,row-04702
4703,r3,740.11,row-04703
4704,r0,740.48,row-04704
4705,r1,740.85,row-04705
4706,r2,741.22,row-04706
4707,r3,741.59,row-04707
4708,r0,741.96,row-04708
4709,r1,742.33,row-04709
4710,r2,742.7,row-04710
4711,r3,743.07,row-04711
4712,r0,743.44,row-04712
4713,r1,743.81,row-04713
4714,r2,744.18,row-04714
4715,r3,744.55,row-04715
4716,r0,744.92,row-04716
4717,r1,745.29,row-04717
4718,r2,745.66,row-04718
4719,r3,746.03,row-04719
4720,r0,746.4,row-04720
4721,r1,746.77,row-04721
4722,r2,747.14,row-04722
4723,r3,747.51,row-04723
4724,r0,747.88,row-04724
4725,r1,748.25,row-04725
